date,open,high,low,close,volume,dividend,split
2015-07-23,17853.7793,17860.94922,17705.0293,17731.91992,88600000,0,0
2015-07-24,17731.05078,17756.53906,17553.73047,0,103470000,0,0
2015-07-27,17561.7793,17561.7793,17399.16992,17440.58984,117860000,0,0
2015-07-28,17449.81055,17650.07031,17449.81055,0,103450000,0,0
2015-07-29,17631.40039,17776.7793,17629.19922,17751.39063,93140000,0,0
2015-07-30,17743.24023,17761.25,17640.84961,0,76650000,0,0
2015-07-31,17755.86914,17783.58984,17671.58984,17689.85938,106120000,0,0
2015-08-03,17696.74023,17704.75977,17496.60938,17598.19922,87880000,0,0
2015-08-04,17596.92969,17635.7793,17505.5,17550.68945,99060000,0,0
2015-08-05,17555.24023,17661.36914,17492.90039,17540.4707,102450000,0,0
2015-08-06,17542.60938,17572.03906,17362.85938,0,96170000,0,0
2015-08-07,17414.93945,17414.93945,17279.08008,17373.38086,81800000,0,0
2015-08-10,17375.17969,17629.13086,17375.17969,17615.16992,92430000,0,0
2015-08-11,17593.58984,17593.58984,17352.63086,17402.83984,103010000,0,0
2015-08-12,17382.92969,17423.90039,17125.81055,17402.50977,120400000,0,0
2015-08-13,17401.64063,17481.7793,17341.33984,17408.25,88550000,0,0
2015-08-14,17410.11914,17492.90039,17394.06055,17477.40039,82120000,0,0
2015-08-17,17472.66016,17551.40039,17341.7207,0,73380000,0,0
2015-08-18,17537.30078,17568.40039,17486.41992,17511.33984,79900000,0,0
2015-08-19,17508.74023,17517.18945,17282.41992,17348.73047,104720000,0,0
2015-08-20,17345.32031,17345.32031,16990.68945,16990.68945,128530000,0,0
2015-08-21,16990.68945,16990.68945,16459.55078,16459.75,225170000,0,0
2015-08-24,16459.75,16459.75,15370.33008,15871.34961,293920000,0,0
2015-08-25,15882.26953,16312.94043,15651.24023,15666.44043,213220000,0,0
2015-08-26,15676.25977,16303.75,15676.25977,16285.50977,208420000,0,0
2015-08-27,16285.50977,16666.68945,16285.50977,16654.76953,171980000,0,0
2015-08-28,16649.41992,16669.9707,16535.17969,16643.00977,131790000,0,0
2015-08-31,16632.01953,16632.01953,0,16528.0293,141440000,0,0
2015-09-01,16528.0293,16528.0293,15979.9502,16058.34961,171390000,0,0
2015-09-02,16058.34961,16352.58008,16058.34961,16351.37988,133480000,0,0
2015-09-03,16364.33984,16550.07031,16317.30957,16374.75977,109730000,0,0
2015-09-04,16371.75977,16371.75977,16026.61035,16102.37988,127270000,0,0
2015-09-08,16109.92969,16503.41016,16109.92969,16492.67969,123870000,0,0
2015-09-09,16505.03906,16664.65039,16220.09961,16253.57031,118790000,0,0
2015-09-10,16252.57031,16441.93945,16212.08008,16330.40039,122690000,0,0
2015-09-11,16330.40039,16434.75977,16244.65039,16433.08984,104630000,0,0
2015-09-14,16450.85938,16450.85938,16330.87012,16370.95996,92660000,0,0
2015-09-15,16382.58008,16644.10938,16382.58008,0,93050000,0,0
2015-09-16,16599.50977,16755.98047,16593.90039,16739.94922,99620000,0,0
2015-09-17,16738.08008,16933.42969,16639.92969,16674.74023,129600000,0,0
2015-09-18,16674.74023,16674.74023,16343.75977,16384.58008,341690000,0,0
2015-09-21,16406.09961,16578.59961,16391.88086,16510.18945,90730000,0,0
2015-09-22,0,0,0,0,0,0,0
2015-09-23,16332.80957,16355.29004,0,0,86030000,0,0
2015-09-24,16257.11035,16257.11035,16016.36035,16201.32031,122220000,0,0
2015-09-25,16205.07031,16465.23047,16205.07031,16314.66992,130790000,0,0
2015-09-28,16313.25977,16313.25977,15981.84961,16001.88965,139930000,0,0
2015-09-29,16001.75977,16118.88965,15942.37012,16049.12988,121160000,0,0
2015-09-30,16057.08008,16297.59961,16057.08008,16284.7002,145740000,0,0
2015-10-01,16278.62012,16348.87012,16073.82031,16272.00977,111420000,0,0
2015-10-02,16258.25,16472.76953,16013.66016,16472.36914,136870000,0,0
2015-10-05,16502.09961,16798.36914,16502.09961,16776.42969,127660000,0,0
2015-10-06,16774.01953,16865.08984,16746.0293,16790.18945,120010000,0,0
2015-10-07,16805.41992,16963.30078,16765,16912.28906,115690000,0,0
2015-10-08,16904.16992,17081.2793,16859.33984,17050.75,100730000,0,0
2015-10-09,17054.68945,17110.88086,17027.23047,17084.49023,103730000,0,0
2015-10-12,17082.28906,17139.21094,17064.58008,17131.85938,72500000,0,0
2015-10-13,17113.55078,17172.81055,17034.44922,17081.89063,99400000,0,0
2015-10-14,17079.08008,17111.38086,16887.66992,16924.75,120110000,0,0
2015-10-15,16944.85938,17144.41992,16933.57031,17141.75,122960000,0,0
2015-10-16,17141.75,17220.01953,17107.34961,17215.9707,145880000,0,0
2015-10-19,17209.42969,17235.94922,17129.18945,17230.53906,118430000,0,0
2015-10-20,17228.4707,17264.88086,17147.99023,17217.10938,106670000,0,0
2015-10-21,17225.92969,17314.99023,17153.13086,17168.60938,107100000,0,0
2015-10-22,17180.88086,17505.17969,0,17489.16016,152420000,0,0
2015-10-23,17525.10938,17679.36914,17525.10938,17646.69922,158090000,0,0
2015-10-26,17649.57031,17660.69922,17602.50977,17623.05078,116660000,0,0
2015-10-27,17608.89063,17635.17969,17540.57031,17581.42969,113960000,0,0
2015-10-28,17586.68945,17779.94922,17556.71094,17779.51953,115630000,0,0
2015-10-29,17771.5,17786,17684.7207,17755.80078,90300000,0,0
2015-10-30,17756.59961,17799.96094,17662.86914,17663.53906,149250000,0,0
2015-11-02,17672.61914,17845.90039,17655.01953,17828.75977,100840000,0,0
2015-11-03,17819.74023,17977.84961,17796.01953,17918.15039,92290000,0,0
2015-11-04,17929.58008,17964.11914,17828.83008,17867.58008,99890000,0,0
2015-11-05,17871.25,17929.50977,0,17863.42969,98910000,0,0
2015-11-06,17855.2207,17912.03906,17768.59961,17910.33008,107450000,0,0
2015-11-09,17900.7793,17900.7793,17667.7793,17730.48047,121210000,0,0
2015-11-10,17724.13086,17768.66016,17657.7207,17758.21094,108640000,0,0
2015-11-11,17769.5,17807.17969,17696.91016,17702.2207,95230000,0,0
2015-11-12,17691.92969,17691.92969,17443.5,17448.07031,113660000,0,0
2015-11-13,17439.25,17439.25,17238.89063,17245.24023,134640000,0,0
2015-11-16,17229.93945,17483.00977,17210.42969,17483.00977,137590000,0,0
2015-11-17,17486.99023,17599.33008,17451.41016,17489.5,167190000,0,0
2015-11-18,17485.49023,17752.16016,17485.49023,0,106810000,0,0
2015-11-19,17739.83008,17772.9707,17681.98047,17732.75,114630000,0,0
2015-11-20,17732.75,17914.33984,17732.75,17823.81055,153140000,0,0
2015-11-23,17823.60938,17868.17969,17751.5293,17792.67969,134680000,0,0
2015-11-24,17770.90039,17862.59961,17683.50977,17812.18945,127170000,0,0
2015-11-25,17820.81055,17854.91992,17801.83008,17813.39063,82540000,0,0
2015-11-27,17806.03906,17830.35938,17749.32031,17813.39063,82540000,0,0
2015-11-30,17802.83984,17837.24023,17719.78906,17719.91992,155560000,0,0
2015-12-01,17719.7207,17895.5,17719.7207,0,103880000,0,0
2015-12-02,17883.14063,17901.58008,17708.19922,17729.67969,102860000,0,0
2015-12-03,17741.57031,17780.58984,17425.56055,17477.66992,126990000,0,0
2015-12-04,17482.67969,17866.4707,17482.67969,17847.63086,137650000,0,0
2015-12-07,17845.49023,17845.49023,17639.25,17730.50977,99670000,0,0
2015-12-08,17703.99023,17703.99023,17485.39063,17568,113720000,0,0
2015-12-09,17558.17969,17767.68945,17403.50977,0,122020000,0,0
2015-12-10,17493.16992,17697.74023,17474.66016,17574.75,107310000,0,0
2015-12-11,17574.75,17574.75,17230.5,17265.21094,134510000,0,0
2015-12-14,17277.10938,17378.01953,17138.4707,17368.5,142540000,0,0
2015-12-15,17374.7793,17627.63086,17341.17969,17524.91016,123430000,0,0
2015-12-16,17530.84961,17784.35938,17483.67969,17749.08984,123790000,0,0
2015-12-17,17756.53906,17796.75977,17493.5,17495.83984,115780000,0,0
2015-12-18,17495.03906,17496.58008,17124.31055,17128.55078,344560000,0,0
2015-12-21,17154.93945,17272.35938,17116.73047,17251.61914,114910000,0,0
2015-12-22,17253.55078,17451.10938,17242.85938,17417.26953,91570000,0,0
2015-12-23,0,0,0,0,0,0,0
2015-12-24,17593.25977,17606.33984,17543.94922,17552.16992,40350000,0,0
2015-12-28,17535.66016,17536.90039,17437.33984,0,59770000,0,0
2015-12-29,17547.36914,17750.01953,17547.36914,17720.98047,69860000,0,0
2015-12-30,17711.93945,17714.13086,17588.86914,17603.86914,59760000,0,0
2015-12-31,17590.66016,17590.66016,17421.16016,17425.0293,93690000,0,0
2016-01-04,17405.48047,17405.48047,16957.63086,17148.93945,148060000,0,0
2016-01-05,17147.5,17195.83984,17038.60938,17158.66016,105750000,0,0
2016-01-06,17154.83008,17154.83008,16817.61914,16906.50977,120250000,0,0
2016-01-07,16888.35938,16888.35938,16463.63086,16514.09961,176240000,0,0
2016-01-08,16519.16992,16651.89063,16314.57031,16346.4502,141850000,0,0
2016-01-11,16358.70996,16461.84961,16232.03027,16398.57031,127790000,0,0
2016-01-12,16419.10938,16591.34961,16322.07031,16516.2207,117480000,0,0
2016-01-13,16526.63086,16593.50977,16123.2002,16151.41016,153530000,0,0
2016-01-14,16159.00977,16482.05078,16075.12012,16379.04981,158830000,0,0
2016-01-15,16354.33008,16354.33008,15842.11035,15988.08008,239210000,0,0
2016-01-19,16009.4502,16171.95996,15900.25,16016.01953,144360000,0,0
2016-01-20,15989.4502,15989.4502,15450.55957,15766.74023,191870000,0,0
2016-01-21,15768.87012,16038.58984,15704.66016,15882.67969,145140000,0,0
2016-01-22,15921.09961,16136.79004,15921.09961,16093.50977,145850000,0,0
2016-01-25,16086.45996,16086.45996,15880.15039,15885.21973,123250000,0,0
2016-01-26,15893.16016,16185.79004,15893.16016,16167.23047,118210000,0,0
2016-01-27,16168.74023,16235.03027,15878.29981,15944.45996,138350000,0,0
2016-01-28,15960.28027,16102.13965,15863.71973,16069.63965,130120000,0,0
2016-01-29,0,0,0,0,0,0,0
2016-02-01,16453.63086,16510.98047,16299.46973,16449.17969,114450000,0,0
2016-02-02,16420.21094,16420.21094,16108.44043,16153.54004,126210000,0,0
2016-02-03,16186.2002,16381.69043,15960.4502,16336.66016,141870000,0,0
2016-02-04,16329.66992,16485.83984,16266.16016,16416.58008,131490000,0,0
2016-02-05,16417.94922,16423.63086,16129.80957,16204.96973,139010000,0,0
2016-02-08,16147.50977,16147.50977,15803.54981,16027.04981,165880000,0,0
2016-02-09,16005.41016,16136.62012,15881.11035,16014.37988,127740000,0,0
2016-02-10,0,0,0,0,0,0,0
2016-02-11,15897.82031,15897.82031,15503.00977,15660.17969,172070000,0,0
2016-02-12,15691.62012,15974.04004,15691.62012,15973.83984,132550000,0,0
2016-02-16,16012.38965,16196.41016,16012.38965,16196.41016,142030000,0,0
2016-02-17,16217.98047,16486.11914,16217.98047,16453.83008,124080000,0,0
2016-02-18,16483.75977,16511.83984,0,16413.42969,104950000,0,0
2016-02-19,0,0,0,0,0,0,0
2016-02-22,16417.13086,16664.24023,16417.13086,16620.66016,102240000,0,0
2016-02-23,16610.39063,16610.39063,16403.5293,0,98170000,0,0
2016-02-24,16418.83984,16507.39063,16165.86035,16484.99023,93620000,0,0
2016-02-25,16504.38086,16697.98047,16458.41992,16697.28906,94120000,0,0
2016-02-26,16712.69922,16795.98047,16623.91016,16639.9707,98480000,0,0
2016-02-29,16634.15039,16726.11914,16510.40039,16516.5,126220000,0,0
2016-03-01,16545.66992,16865.56055,16545.66992,16865.08008,105050000,0,0
2016-03-02,16851.16992,16900.16992,16766.32031,16899.32031,104470000,0,0
2016-03-03,16896.16992,16944.31055,16820.73047,16943.90039,91110000,0,0
2016-03-04,16945,17062.38086,16898.83984,17006.76953,106910000,0,0
2016-03-07,16991.28906,17099.25,16940.48047,17073.94922,100290000,0,0
2016-03-08,17050.66992,17072.78906,16921.50977,16964.09961,108380000,0,0
2016-03-09,16969.16992,17048.5,16947.93945,0,116690000,0,0
2016-03-10,17006.05078,17130.10938,16821.85938,16995.13086,117570000,0,0
2016-03-11,17014.99023,17220.08984,17014.99023,17213.31055,123420000,0,0
2016-03-14,17207.49023,17275.07031,17161.16016,17229.13086,96350000,0,0
2016-03-15,17217.15039,17251.69922,17120.34961,17251.5293,92830000,0,0
2016-03-16,17249.33984,17379.17969,17204.07031,17325.75977,118710000,0,0
2016-03-17,17321.38086,17529.00977,17297.65039,17481.49023,117990000,0,0
2016-03-18,17481.49023,17620.58008,17481.49023,17602.30078,321230000,0,0
2016-03-21,17589.69922,17644.9707,17551.2793,17623.86914,84410000,0,0
2016-03-22,17602.71094,17648.93945,17540.41992,17582.57031,95450000,0,0
2016-03-23,17588.81055,17588.81055,17486.26953,17502.58984,84240000,0,0
2016-03-24,17485.33008,17517.14063,17399.00977,17515.73047,84100000,0,0
2016-03-28,0,0,0,0,0,0,0
2016-03-29,17512.58008,17642.81055,17434.26953,17633.10938,86160000,0,0
2016-03-30,17652.35938,17790.10938,17652.35938,17716.66016,79330000,0,0
2016-03-31,17716.05078,17755.69922,17669.7207,17685.08984,102600000,0,0
2016-04-01,17661.74023,17811.48047,17568.01953,17792.75,104890000,0,0
2016-04-04,17799.39063,17806.38086,17710.66992,17737,85230000,0,0
2016-04-05,17718.0293,17718.0293,17579.56055,17603.32031,115230000,0,0
2016-04-06,17605.44922,17723.55078,17542.53906,17716.05078,99410000,0,0
2016-04-07,17687.2793,17687.2793,17484.23047,17541.96094,90120000,0,0
2016-04-08,17555.39063,17694.50977,17528.16016,17576.96094,79990000,0,0
2016-04-11,17586.48047,17731.63086,17555.90039,17556.41016,107100000,0,0
2016-04-12,17571.33984,17744.42969,17553.57031,0,81020000,0,0
2016-04-13,17741.66016,17918.34961,17741.66016,17908.2793,91710000,0,0
2016-04-14,17912.25,17962.14063,17885.43945,17926.42969,84510000,0,0
2016-04-15,17925.94922,17937.65039,17867.41016,17897.46094,118160000,0,0
2016-04-18,17890.19922,18009.5293,17848.2207,18004.16016,89390000,0,0
2016-04-19,18012.09961,18103.46094,17984.42969,18053.59961,89820000,0,0
2016-04-20,18059.49023,18167.63086,18031.21094,18096.26953,100210000,0,0
2016-04-21,0,0,0,0,0,0,0
2016-04-22,17985.05078,18026.84961,17909.89063,0,134120000,0,0
2016-04-25,17990.93945,17990.93945,17855.55078,17977.24023,83770000,0,0
2016-04-26,17987.38086,18043.76953,17934.16992,17990.32031,92570000,0,0
2016-04-27,17996.14063,18084.66016,17920.25977,18041.55078,109090000,0,0
2016-04-28,18023.88086,18035.73047,17796.55078,17830.75977,100920000,0,0
2016-04-29,17813.08984,17814.83008,17651.98047,17773.64063,136670000,0,0
2016-05-02,17783.7793,17912.34961,17773.71094,17891.16016,80100000,0,0
2016-05-03,17870.75,17870.75,17670.88086,17750.91016,97060000,0,0
2016-05-04,17735.01953,17738.06055,17609.00977,17651.25977,95020000,0,0
2016-05-05,17664.48047,17736.10938,17615.82031,17660.71094,81530000,0,0
2016-05-06,17650.30078,17744.53906,17580.38086,17740.63086,80020000,0,0
2016-05-09,17743.84961,17783.16016,17668.38086,17705.91016,85590000,0,0
2016-05-10,17726.66016,17934.60938,17726.66016,17928.34961,75790000,0,0
2016-05-11,17919.0293,17919.0293,17711.05078,17711.11914,87390000,0,0
2016-05-12,17711.11914,17798.18945,17625.38086,17720.5,88560000,0,0
2016-05-13,0,0,0,0,0,0,0
2016-05-16,17531.75977,17755.80078,17531.75977,17710.71094,88440000,0,0
2016-05-17,0,0,0,0,0,0,0
2016-05-18,17501.2793,17636.2207,17418.21094,17526.61914,79120000,0,0
2016-05-19,17514.16016,17514.16016,17331.07031,17435.40039,95530000,0,0
2016-05-20,17437.32031,17571.75,17437.32031,17500.93945,111990000,0,0
2016-05-23,17507.03906,17550.69922,17480.05078,17492.92969,87790000,0,0
2016-05-24,17525.18945,17742.58984,17525.18945,17706.05078,86480000,0,0
2016-05-25,17735.08984,17891.71094,17735.08984,17851.50977,79180000,0,0
2016-05-26,17859.51953,17888.66016,17803.82031,17828.28906,68940000,0,0
2016-05-27,17826.84961,17873.2207,17824.73047,17873.2207,73190000,0,0
2016-05-31,17891.5,17899.24023,17724.0293,17787.19922,147390000,0,0
2016-06-01,17754.55078,17809.17969,17664.78906,17789.66992,78530000,0,0
2016-06-02,17789.05078,17838.56055,17703.55078,17838.56055,75560000,0,0
2016-06-03,17799.80078,17833.16992,17689.67969,17807.06055,82270000,0,0
2016-06-06,17825.68945,17949.67969,17822.81055,17920.33008,71870000,0,0
2016-06-07,17936.2207,18003.23047,17936.2207,17938.2793,78750000,0,0
2016-06-08,17931.91016,18016,17931.91016,18005.05078,71260000,0,0
2016-06-09,17969.98047,18005.2207,17915.88086,17985.18945,69690000,0,0
2016-06-10,0,0,0,0,0,0,0
2016-06-13,17830.5,17893.2793,17731.34961,17732.48047,101690000,0,0
2016-06-14,17710.76953,17733.91992,17595.78906,17674.82031,93740000,0,0
2016-06-15,17703.65039,17762.96094,17629.00977,17640.16992,94130000,0,0
2016-06-16,17602.23047,17754.91016,17471.28906,17733.09961,91950000,0,0
2016-06-17,17733.43945,17733.43945,17602.7793,0,248680000,0,0
2016-06-20,17736.86914,17946.35938,0,17804.86914,99380000,0,0
2016-06-21,0,0,0,0,0,0,0
2016-06-22,17832.66992,17920.16016,17770.35938,17780.83008,89440000,0,0
2016-06-23,17844.10938,18011.07031,17844.10938,18011.07031,98070000,0,0
2016-06-24,17946.63086,17946.63086,17356.33984,17400.75,239000000,0,0
2016-06-27,17355.21094,17355.21094,17063.08008,17140.24023,138740000,0,0
2016-06-28,0,0,0,0,0,0,0
2016-06-29,17456.01953,17704.50977,17456.01953,17694.67969,106380000,0,0
2016-06-30,17712.75977,17930.60938,17711.80078,17929.99023,133030000,0,0
2016-07-01,17924.24023,18002.38086,17916.91016,17949.36914,82160000,0,0
2016-07-05,17904.44922,17904.44922,17785.2793,17840.61914,103650000,0,0
2016-07-06,0,0,0,0,0,0,0
2016-07-07,17924.24023,17984.94922,17816.65039,17895.88086,81570000,0,0
2016-07-08,17971.2207,18166.76953,17971.2207,18146.74023,93460000,0,0
2016-07-11,18161.5293,18283.90039,18161.5293,18226.92969,80880000,0,0
2016-07-12,18259.11914,18371.94922,18259.11914,18347.66992,90170000,0,0
2016-07-13,0,0,0,0,0,0,0
2016-07-14,18414.30078,18537.57031,0,18506.41016,87050000,0,0
2016-07-15,18508.88086,18557.42969,18471.61914,18516.55078,123690000,0,0
2016-07-18,18521.55078,18556.13086,18489.83984,18533.05078,75540000,0,0
2016-07-19,18503.11914,18562.5293,18495.10938,18559.00977,85840000,0,0
2016-07-20,18582.69922,18622.00977,18555.65039,18595.0293,93230000,0,0
2016-07-21,18589.96094,18590.43945,18469.66992,18517.23047,86800000,0,0
2016-07-22,18524.15039,18571.30078,18491.58984,18570.84961,87710000,0,0
2016-07-25,18554.49023,18555.68945,18452.61914,18493.06055,76810000,0,0
2016-07-26,18497.36914,18522.4707,18387.2207,18473.75,85370000,0,0
2016-07-27,18473.26953,18542.39063,18430.93945,18472.16992,111370000,0,0
2016-07-28,18461.00977,18483.25977,18368.82031,18456.34961,85750000,0,0
2016-07-29,18442.51953,18466.55078,18371.11914,0,111550000,0,0
2016-08-01,18434.5,18467.0293,18355.75,18404.50977,83470000,0,0
2016-08-02,18401.15039,18403.65039,18247.78906,18313.76953,89680000,0,0
2016-08-03,18313.08008,18355,18283.23047,18355,78550000,0,0
2016-08-04,18351.42969,18397.86914,18325.16992,18352.05078,64500000,0,0
2016-08-05,18402.80078,18543.5293,18402.80078,18543.5293,92420000,0,0
2016-08-08,18541.89063,18569.31055,18502.0293,18529.28906,71810000,0,0
2016-08-09,18538.05078,18585.32031,18507.75,18533.05078,60090000,0,0
2016-08-10,18541.48047,18561.75,18468.7793,18495.66016,62780000,0,0
2016-08-11,18519.08008,18638.33984,18519.08008,18613.51953,71470000,0,0
2016-08-12,18595.65039,18606.06055,18535.85938,18576.4707,61580000,0,0
2016-08-15,18588.58984,18722.60938,18559.92969,18636.05078,62350000,0,0
2016-08-16,18614.48047,18614.85938,18550.65039,18552.01953,67570000,0,0
2016-08-17,18537.08984,18582.34961,18468.67969,18573.93945,71000000,0,0
2016-08-18,18566.53906,18600.82031,18533.28906,18597.69922,70740000,0,0
2016-08-19,18585.16992,18585.16992,18491.24023,18552.57031,93170000,0,0
2016-08-22,18535.85938,18570.91992,18466.85938,18529.41992,73450000,0,0
2016-08-23,18568.93945,18631.59961,18545.51953,18547.30078,73990000,0,0
2016-08-24,18537.5,18539.15039,18448.26953,18481.48047,72270000,0,0
2016-08-25,18471.21094,18497.67969,18431.46094,18448.41016,64480000,0,0
2016-08-26,18467.91992,18572.08984,18335.33984,18395.40039,78730000,0,0
2016-08-29,18421.28906,18523.08984,18419.91992,18502.99023,64480000,0,0
2016-08-30,18491.2793,18514.28906,18408.51953,18454.30078,68920000,0,0
2016-08-31,18436.69922,18439.67969,18333.56055,18400.88086,98250000,0,0
2016-09-01,18396.57031,18430.05078,18295.48047,18419.30078,74780000,0,0
2016-09-02,18466.00977,18544.75977,18439.09961,18491.96094,74350000,0,0
2016-09-06,18493.40039,18551.53906,18450.32031,18538.11914,83710000,0,0
2016-09-07,18527.71094,18536.89063,18474.76953,18526.14063,67570000,0,0
2016-09-08,18486.68945,18506.24023,18446.68945,18479.91016,79060000,0,0
2016-09-09,18404.16992,18404.16992,18085.44922,18085.44922,120670000,0,0
2016-09-12,18028.94922,18358.68945,17994.83984,18325.07031,103260000,0,0
2016-09-13,18262.99023,18262.99023,18028.06055,18066.75,102830000,0,0
2016-09-14,18073.39063,18163.48047,17992.21094,18034.76953,103360000,0,0
2016-09-15,18024.91016,18250.10938,0,18212.48047,99550000,0,0
2016-09-16,18217.21094,18217.21094,18070.21094,18123.80078,278510000,0,0
2016-09-19,18154.82031,18254.88086,18093.05078,18120.16992,78090000,0,0
2016-09-20,18175.35938,18227.21094,18128.80078,18129.96094,72450000,0,0
2016-09-21,18164.96094,18307.42969,18121.57031,18293.69922,94090000,0,0
2016-09-22,18343.75977,18449.88086,18343.75977,18392.46094,73030000,0,0
2016-09-23,18377.35938,18383.75977,18254.83984,18261.44922,87170000,0,0
2016-09-26,18217.75977,18217.75977,18083.32031,18094.83008,95510000,0,0
2016-09-27,18099.21094,18238.09961,18052.16016,18228.30078,84130000,0,0
2016-09-28,18240.2207,18349.85938,18179.33984,0,97650000,0,0
2016-09-29,18322.88086,18366.23047,18091.64063,18143.44922,95880000,0,0
2016-09-30,18181.80078,18369.61914,18181.80078,18308.15039,135470000,0,0
2016-10-03,18279.59961,18279.80078,18203.75,18253.84961,68520000,0,0
2016-10-04,18267.67969,18313.76953,0,18168.44922,79710000,0,0
2016-10-05,18205.5,18315.82031,18205.5,18281.0293,76190000,0,0
2016-10-06,18280.41992,18288.11914,18162.9707,18268.5,78660000,0,0
2016-10-07,18295.34961,18319.73047,18149.34961,18240.49023,82680000,0,0
2016-10-10,18282.94922,18399.96094,18282.94922,18329.03906,72110000,0,0
2016-10-11,18308.42969,18312.33008,18061.96094,18128.66016,88610000,0,0
2016-10-12,18132.63086,18193.96094,18082.08984,18144.19922,72230000,0,0
2016-10-13,18088.32031,18137.69922,17959.94922,18098.93945,83160000,0,0
2016-10-14,18177.34961,18261.10938,18138.38086,18138.38086,87050000,0,0
2016-10-17,18135.84961,18162.2793,18063.01953,18086.40039,75960000,0,0
2016-10-18,18145.06055,18225.80078,18129.44922,18161.93945,74600000,0,0
2016-10-19,18178.21094,18252.19922,18169.25,18202.61914,88040000,0,0
2016-10-20,18161.86914,18249.05078,18129.07031,18162.34961,88830000,0,0
2016-10-21,18152.63086,18168.75977,18049.76953,18145.71094,117810000,0,0
2016-10-24,18197.14063,18275.03906,18191.17969,18223.0293,88540000,0,0
2016-10-25,18206.51953,18241.68945,18151.69922,18169.26953,83190000,0,0
2016-10-26,18103.80078,18236.03906,18062.30078,18199.33008,86340000,0,0
2016-10-27,18234.81055,18253.19922,18149.19922,18169.67969,83530000,0,0
2016-10-28,18193.78906,18257.06055,18094.9707,0,107850000,0,0
